user_id,name,age,gender,city,income_bracket,product_id,product_name,category,brand,price_paid,rating_given,timestamp
580,Saanvi Mehta,35,Other,Jaipur,Low,1195,DailyFresh Grocery 487,Grocery,DailyFresh,330.0,3.5,2024-09-03 17:21:04
248,Aarav Singh,39,Male,Kochi,Middle,1957,NutriGo Grocery 284,Grocery,NutriGo,314.62,3.6,2024-09-03 17:40:04
943,Aryan Nair,23,Female,Delhi,Middle,1792,Homely Home 321,Home,Homely,1458.49,4.1,2024-09-03 19:28:04
116,Shreya Mukherjee,45,Female,Ahmedabad,Low,1256,NovaTech Electronic 480,Electronics,NovaTech,57581.14,3.0,2024-09-03 19:55:04
750,Mira Patel,34,Male,Kolkata,High,1639,Leaf&Line Book 964,Books,Leaf&Line,1244.88,5.0,2024-09-03 22:35:04
543,Riya Khan,28,Male,Jaipur,Middle,1885,Autonix Automotive 736,Automotive,Autonix,13395.55,3.3,2024-09-03 23:13:04
942,Kabir Iyer,29,Other,Mumbai,Middle,1525,GoodGrain Grocery 985,Grocery,GoodGrain,142.33,4.6,2024-09-04 00:34:04
423,Saanvi Mukherjee,43,Male,Mumbai,Middle,1118,Bloomly Beauty 366,Beauty,Bloomly,1413.44,4.4,2024-09-04 00:34:04
927,Yash Iyer,45,Male,Chennai,Upper-Middle,1427,ZenWare Electronic 792,Electronics,ZenWare,78846.99,4.4,2024-09-04 00:41:04
231,Kabir Mehta,40,Female,Mumbai,High,1069,Auralux Electronic 981,Electronics,Auralux,42562.0,3.7,2024-09-04 02:51:04
627,Mira Singh,26,Male,Hyderabad,Lower-Middle,1581,Toyverse Toy 285,Toys,Toyverse,1823.38,4.5,2024-09-04 08:58:04
440,Neeraj Mukherjee,47,Male,Pune,Middle,1158,Flexion Sport 920,Sports,Flexion,16638.0,4.1,2024-09-04 09:00:04
476,Diya Das,35,Male,Ahmedabad,Upper-Middle,1548,Toyverse Toy 908,Toys,Toyverse,2094.44,4.1,2024-09-04 09:29:04
265,Neeraj Patel,38,Female,Bengaluru,Middle,1156,Silka Beauty 462,Beauty,Silka,3519.15,4.5,2024-09-04 12:42:04
350,Anaya Singh,33,Other,Chennai,Lower-Middle,1981,Leaf&Line Book 275,Books,Leaf&Line,1172.69,4.7,2024-09-04 13:14:04
101,Anaya Khan,32,Other,Bengaluru,Middle,1831,Silka Beauty 806,Beauty,Silka,115.76,4.0,2024-09-04 13:47:04
579,Nikhil Patel,35,Other,Kochi,Lower-Middle,1205,Strider Sport 853,Sports,Strider,4481.05,3.1,2024-09-04 13:55:04
194,Saanvi Reddy,37,Female,Delhi,Lower-Middle,1772,ModeX Fashion 638,Fashion,ModeX,2951.93,4.2,2024-09-04 14:22:04
349,Saanvi Reddy,22,Male,Kolkata,Middle,1212,Naturra Beauty 736,Beauty,Naturra,2309.8,5.0,2024-09-04 14:34:04
348,Kabir Khan,44,Female,Bengaluru,Low,1165,Homely Home 360,Home,Homely,8353.55,4.6,2024-09-04 14:34:04
101,Anaya Khan,32,Other,Bengaluru,Middle,1922,Flexion Sport 215,Sports,Flexion,18499.06,4.5,2024-09-04 16:22:04
276,Advika Patel,27,Male,Kochi,High,1890,ModeX Fashion 541,Fashion,ModeX,715.85,4.1,2024-09-04 16:28:04
993,Ira Iyer,30,Other,Kochi,Lower-Middle,1538,Inkspire Book 938,Books,Inkspire,854.65,5.0,2024-09-04 16:30:04
579,Nikhil Patel,35,Other,Kochi,Lower-Middle,1380,TorqueX Automotive 937,Automotive,TorqueX,10581.52,4.7,2024-09-04 19:27:04
994,Kavya Singh,42,Male,Hyderabad,Low,1639,Leaf&Line Book 964,Books,Leaf&Line,1015.88,4.6,2024-09-04 20:11:04
74,Ira Iyer,36,Female,Kochi,Upper-Middle,1081,Electra Electronic 287,Electronics,Electra,40995.24,4.1,2024-09-04 21:30:04
370,Anaya Das,31,Other,Pune,Upper-Middle,1319,PlayPulse Toy 408,Toys,PlayPulse,315.71,4.0,2024-09-04 21:54:04
581,Tarun Das,36,Male,Delhi,Low,1320,Autonix Automotive 473,Automotive,Autonix,23188.82,4.2,2024-09-04 22:27:04
552,Anaya Singh,28,Other,Kochi,Middle,1532,UrbanLeaf Fashion 912,Fashion,UrbanLeaf,2260.65,3.9,2024-09-04 22:50:04
502,Kabir Sharma,37,Male,Bengaluru,Middle,1577,GlowGrid Home 541,Home,GlowGrid,19851.34,4.2,2024-09-04 23:00:04
322,Nikhil Patel,33,Other,Hyderabad,Upper-Middle,1672,UrbanLeaf Fashion 337,Fashion,UrbanLeaf,3735.17,3.3,2024-09-04 23:18:04
498,Tarun Das,18,Other,Pune,High,1256,NovaTech Electronic 480,Electronics,NovaTech,60046.34,3.4,2024-09-05 01:11:04
898,Ishan Singh,38,Male,Pune,Upper-Middle,1388,Toyverse Toy 653,Toys,Toyverse,2143.42,4.1,2024-09-05 04:22:04
562,Advika Iyer,48,Male,Kochi,Middle,1207,ZenWare Electronic 515,Electronics,ZenWare,43478.68,5.0,2024-09-05 05:36:04
179,Neeraj Reddy,39,Other,Kochi,Middle,1894,GoodGrain Grocery 345,Grocery,GoodGrain,253.51,4.4,2024-09-05 05:56:04
320,Kabir Patel,36,Male,Jaipur,Lower-Middle,1487,PlayPulse Toy 541,Toys,PlayPulse,852.32,4.3,2024-09-05 09:12:04
880,Zara Sharma,23,Female,Ahmedabad,Middle,1143,Nestica Home 577,Home,Nestica,7865.08,4.0,2024-09-05 12:14:04
167,Saanvi Singh,27,Other,Ahmedabad,High,1747,Leaf&Line Book 299,Books,Leaf&Line,951.77,4.5,2024-09-05 12:19:04
512,Ira Mukherjee,32,Female,Kochi,Upper-Middle,1086,Funfinity Toy 892,Toys,Funfinity,350.7,3.1,2024-09-05 12:36:04
182,Zara Sharma,18,Female,Kolkata,Upper-Middle,1524,Quillhouse Book 722,Books,Quillhouse,783.19,4.7,2024-09-05 14:00:04
550,Aarav Mukherjee,35,Other,Mumbai,Upper-Middle,1604,Furnio Home 879,Home,Furnio,29249.04,4.1,2024-09-05 14:49:04
421,Vikram Das,35,Female,Ahmedabad,Lower-Middle,1169,TorqueX Automotive 343,Automotive,TorqueX,20887.47,4.5,2024-09-05 20:50:04
567,Shreya Mehta,36,Female,Jaipur,Low,1461,Pageturn Book 182,Books,Pageturn,574.24,4.0,2024-09-05 21:16:04
245,Tarun Iyer,18,Female,Pune,Upper-Middle,1244,Strider Sport 604,Sports,Strider,4632.11,5.0,2024-09-05 21:43:04
163,Diya Patel,28,Female,Mumbai,Upper-Middle,1124,UrbanLeaf Fashion 854,Fashion,UrbanLeaf,4174.26,4.7,2024-09-05 22:20:04
916,Ira Sharma,37,Male,Ahmedabad,Middle,1957,NutriGo Grocery 284,Grocery,NutriGo,218.98,5.0,2024-09-06 00:18:04
912,Nikhil Iyer,35,Male,Mumbai,Middle,1268,PureGlow Beauty 844,Beauty,PureGlow,3085.46,4.8,2024-09-06 00:38:04
652,Rohan Mehta,41,Other,Ahmedabad,Upper-Middle,1271,GearGrid Automotive 569,Automotive,GearGrid,16252.78,4.0,2024-09-06 02:22:04
342,Tarun Sharma,18,Female,Jaipur,Middle,1850,Quillhouse Book 220,Books,Quillhouse,1870.59,4.7,2024-09-06 02:54:04
4,Tarun Singh,31,Female,Delhi,Middle,1474,TorqueX Automotive 621,Automotive,TorqueX,21405.27,4.8,2024-09-06 07:18:04
180,Nikhil Reddy,28,Female,Pune,Lower-Middle,1982,NovaTech Electronic 567,Electronics,NovaTech,56118.4,3.9,2024-09-06 09:06:04
813,Shreya Sharma,45,Other,Kolkata,Middle,1164,TorqueX Automotive 729,Automotive,TorqueX,21016.53,4.3,2024-09-06 09:53:04
583,Ira Sharma,43,Male,Ahmedabad,Upper-Middle,1595,TorqueX Automotive 987,Automotive,TorqueX,20211.63,5.0,2024-09-06 10:27:04
732,Saanvi Khan,31,Male,Jaipur,Middle,1236,PureFarm Grocery 909,Grocery,PureFarm,230.42,4.8,2024-09-06 11:20:04
64,Saanvi Singh,22,Other,Hyderabad,Lower-Middle,1229,GearGrid Automotive 293,Automotive,GearGrid,19319.49,4.6,2024-09-06 13:06:04
114,Tarun Reddy,20,Other,Pune,Upper-Middle,1856,ModeX Fashion 162,Fashion,ModeX,4340.35,3.7,2024-09-06 15:07:04
110,Ira Nair,33,Male,Hyderabad,Upper-Middle,1180,Toyverse Toy 261,Toys,Toyverse,5220.41,4.0,2024-09-06 15:13:04
710,Aarav Mukherjee,37,Female,Bengaluru,Upper-Middle,1811,DailyFresh Grocery 785,Grocery,DailyFresh,320.76,4.3,2024-09-06 16:01:04
748,Tarun Nair,24,Female,Kochi,Low,1654,Nestica Home 183,Home,Nestica,21307.46,3.8,2024-09-06 16:48:04
783,Vikram Singh,35,Other,Pune,Middle,1670,PeakPro Sport 752,Sports,PeakPro,4491.39,3.6,2024-09-06 18:16:04
707,Shreya Iyer,37,Other,Ahmedabad,Lower-Middle,1758,Homely Home 355,Home,Homely,21329.71,4.2,2024-09-06 19:29:04
76,Aryan Mukherjee,27,Female,Kochi,Middle,1252,PetVibe Pet 462,Pets,PetVibe,9482.8,5.0,2024-09-06 20:06:04
279,Shreya Reddy,38,Female,Jaipur,Upper-Middle,1572,PixelPeak Electronic 282,Electronics,PixelPeak,32346.61,3.9,2024-09-06 20:11:04
4,Tarun Singh,31,Female,Delhi,Middle,1757,PureGlow Beauty 147,Beauty,PureGlow,2142.3,3.8,2024-09-06 21:12:04
94,Aarav Reddy,30,Male,Delhi,Low,1889,Auralux Electronic 557,Electronics,Auralux,54011.08,3.7,2024-09-06 21:26:04
176,Shreya Mukherjee,43,Other,Delhi,Low,1241,PetVibe Pet 341,Pets,PetVibe,7205.45,4.5,2024-09-07 00:37:04
640,Kavya Das,39,Other,Pune,Lower-Middle,1827,GreenBarn Grocery 392,Grocery,GreenBarn,311.03,4.2,2024-09-07 00:59:04
562,Advika Iyer,48,Male,Kochi,Middle,1319,PlayPulse Toy 408,Toys,PlayPulse,307.16,4.3,2024-09-07 02:21:04
847,Yash Mukherjee,22,Female,Ahmedabad,Upper-Middle,1331,Tailspin Pet 236,Pets,Tailspin,3131.24,5.0,2024-09-07 02:51:04
837,Zara Mukherjee,30,Other,Ahmedabad,Middle,1754,GearGrid Automotive 694,Automotive,GearGrid,4323.47,4.6,2024-09-07 06:54:04
159,Tarun Patel,18,Male,Chennai,Lower-Middle,1220,Athletiq Sport 686,Sports,Athletiq,4412.77,4.4,2024-09-07 08:19:04
767,Neeraj Mukherjee,33,Female,Jaipur,Middle,1606,RidePro Automotive 575,Automotive,RidePro,2800.45,4.5,2024-09-07 10:55:04
441,Riya Patel,33,Male,Kochi,Middle,1807,RidePro Automotive 924,Automotive,RidePro,13628.76,4.4,2024-09-07 11:33:04
46,Tarun Das,27,Female,Bengaluru,Lower-Middle,1285,CasaCore Home 372,Home,CasaCore,12221.21,4.4,2024-09-07 12:09:04
178,Tarun Iyer,26,Female,Delhi,Low,1058,CasaCore Home 225,Home,CasaCore,27580.24,4.0,2024-09-07 14:05:04
914,Aryan Patel,41,Other,Kochi,High,1671,Furnio Home 302,Home,Furnio,13219.17,4.3,2024-09-07 16:54:04
643,Anaya Das,39,Female,Hyderabad,Low,1633,Electra Electronic 484,Electronics,Electra,43483.7,4.1,2024-09-07 17:25:04
458,Nikhil Khan,35,Male,Pune,Middle,1861,Pawfect Pet 303,Pets,Pawfect,4524.11,4.9,2024-09-07 18:38:04
657,Neeraj Khan,29,Other,Kolkata,Lower-Middle,1754,GearGrid Automotive 694,Automotive,GearGrid,3841.35,4.6,2024-09-07 19:32:04
136,Advika Sharma,30,Female,Kolkata,Lower-Middle,1303,ZenWare Electronic 706,Electronics,ZenWare,30214.34,5.0,2024-09-07 19:52:04
379,Shreya Nair,26,Female,Chennai,Lower-Middle,1323,Electra Electronic 351,Electronics,Electra,17649.37,4.5,2024-09-07 20:09:04
93,Kavya Sharma,33,Male,Kolkata,Middle,1663,RoadRite Automotive 595,Automotive,RoadRite,1818.28,4.4,2024-09-07 20:50:04
146,Vikram Reddy,25,Male,Pune,Middle,1674,Quillhouse Book 594,Books,Quillhouse,426.79,3.8,2024-09-07 21:27:04
560,Shreya Reddy,35,Male,Hyderabad,Middle,1115,ZenWare Electronic 108,Electronics,ZenWare,17995.44,4.2,2024-09-08 00:30:04
323,Zara Mukherjee,30,Female,Bengaluru,Middle,1332,Velora Fashion 249,Fashion,Velora,5343.56,4.4,2024-09-08 02:37:04
451,Yash Singh,38,Female,Ahmedabad,Upper-Middle,1561,Athletiq Sport 289,Sports,Athletiq,3139.2,5.0,2024-09-08 02:43:04
883,Aryan Singh,34,Other,Ahmedabad,Middle,1970,UrbanLeaf Fashion 624,Fashion,UrbanLeaf,3113.67,4.6,2024-09-08 03:14:04
950,Neeraj Das,33,Other,Pune,Lower-Middle,1133,Toyverse Toy 276,Toys,Toyverse,1680.54,2.8,2024-09-08 03:36:04
81,Advika Mehta,30,Male,Kochi,Middle,1496,Nestica Home 366,Home,Nestica,9917.03,4.5,2024-09-08 04:32:04
772,Shreya Sharma,27,Male,Chennai,Upper-Middle,1061,Leaf&Line Book 371,Books,Leaf&Line,1503.44,4.2,2024-09-08 05:38:04
172,Aryan Das,30,Other,Ahmedabad,Low,1899,Auralux Electronic 672,Electronics,Auralux,21639.61,4.2,2024-09-08 06:44:04
198,Nikhil Sharma,24,Other,Bengaluru,Lower-Middle,1705,GreenBarn Grocery 519,Grocery,GreenBarn,199.83,4.8,2024-09-08 07:52:04
824,Anaya Reddy,26,Male,Bengaluru,Low,1062,Funfinity Toy 660,Toys,Funfinity,4521.2,4.3,2024-09-08 09:26:04
276,Advika Patel,27,Male,Kochi,High,1729,KiddiCo Toy 612,Toys,KiddiCo,1104.32,5.0,2024-09-08 11:01:04
40,Yash Mukherjee,27,Female,Kochi,Lower-Middle,1708,Pawfect Pet 866,Pets,Pawfect,2447.46,3.4,2024-09-08 11:54:04
938,Anaya Iyer,37,Female,Jaipur,Upper-Middle,1561,Athletiq Sport 289,Sports,Athletiq,3141.6,5.0,2024-09-08 12:24:04
353,Aryan Singh,30,Other,Jaipur,Middle,1400,PixelPeak Electronic 909,Electronics,PixelPeak,80304.15,3.8,2024-09-08 14:17:04
995,Ishan Mehta,46,Female,Bengaluru,Lower-Middle,1870,Leaf&Line Book 571,Books,Leaf&Line,1180.55,3.0,2024-09-08 15:17:04
257,Anaya Mukherjee,46,Other,Bengaluru,Lower-Middle,1016,CasaCore Home 214,Home,CasaCore,9003.12,3.4,2024-09-08 18:59:04
231,Kabir Mehta,40,Female,Mumbai,High,1400,PixelPeak Electronic 909,Electronics,PixelPeak,89996.52,4.7,2024-09-08 19:03:04
527,Anaya Nair,23,Other,Jaipur,Low,1483,SwiftFit Sport 163,Sports,SwiftFit,1559.38,4.2,2024-09-08 19:29:04
490,Shreya Mukherjee,29,Female,Jaipur,Middle,1504,Toyverse Toy 218,Toys,Toyverse,2400.12,4.9,2024-09-08 19:32:04
203,Ishan Patel,18,Female,Ahmedabad,Middle,1120,Inkspire Book 211,Books,Inkspire,1190.64,4.0,2024-09-08 19:52:04
234,Neeraj Sharma,20,Female,Bengaluru,Low,1175,RoadRite Automotive 100,Automotive,RoadRite,11440.65,4.6,2024-09-08 19:54:04
456,Zara Sharma,34,Female,Ahmedabad,Low,1516,PetVibe Pet 752,Pets,PetVibe,8940.31,3.5,2024-09-08 20:01:04
111,Nikhil Mukherjee,29,Male,Ahmedabad,Lower-Middle,1472,KiddiCo Toy 450,Toys,KiddiCo,2809.36,4.4,2024-09-08 20:22:04
361,Vikram Khan,39,Male,Kochi,Low,1445,GearGrid Automotive 239,Automotive,GearGrid,6099.77,3.5,2024-09-08 21:04:04
907,Ishan Sharma,27,Male,Kolkata,Upper-Middle,1960,Strider Sport 654,Sports,Strider,981.56,3.3,2024-09-09 00:24:04
125,Aryan Nair,27,Male,Kolkata,Low,1558,Naturra Beauty 947,Beauty,Naturra,1020.79,3.8,2024-09-09 01:36:04
966,Advika Das,20,Other,Hyderabad,Lower-Middle,1435,Quillhouse Book 832,Books,Quillhouse,440.19,3.7,2024-09-09 01:39:04
398,Rohan Khan,35,Female,Jaipur,Low,1273,Tailspin Pet 396,Pets,Tailspin,5829.6,3.4,2024-09-09 02:52:04
858,Zara Mukherjee,18,Female,Pune,Low,1204,Inkspire Book 214,Books,Inkspire,945.21,4.8,2024-09-09 03:01:04
673,Ishan Iyer,27,Female,Ahmedabad,Middle,1924,Furnio Home 255,Home,Furnio,30960.77,4.3,2024-09-09 08:31:04
736,Riya Nair,24,Female,Hyderabad,Lower-Middle,1102,Auralux Electronic 598,Electronics,Auralux,34524.97,3.3,2024-09-09 08:39:04
934,Riya Mehta,43,Other,Kochi,Lower-Middle,1362,Furnio Home 290,Home,Furnio,8937.07,4.7,2024-09-09 09:29:04
888,Nikhil Mehta,53,Male,Jaipur,Middle,1780,Autonix Automotive 113,Automotive,Autonix,7963.0,3.7,2024-09-09 09:57:04
175,Tarun Mukherjee,18,Other,Kolkata,Middle,1817,ModeX Fashion 321,Fashion,ModeX,1167.03,5.0,2024-09-09 11:19:04
315,Neeraj Patel,45,Male,Pune,Middle,1986,Silka Beauty 772,Beauty,Silka,1447.27,4.6,2024-09-09 11:37:04
120,Kavya Iyer,43,Male,Kolkata,Middle,1503,Funfinity Toy 489,Toys,Funfinity,1722.71,3.6,2024-09-09 13:32:04
131,Vikram Patel,39,Male,Delhi,Middle,1800,SwiftFit Sport 182,Sports,SwiftFit,3529.34,4.6,2024-09-09 16:02:04
941,Mira Khan,39,Male,Kochi,Lower-Middle,1145,Nestica Home 218,Home,Nestica,3875.74,4.6,2024-09-09 17:34:04
978,Aryan Sharma,37,Male,Ahmedabad,Middle,1764,Funfinity Toy 540,Toys,Funfinity,161.85,3.8,2024-09-09 17:43:04
970,Anaya Singh,37,Female,Kochi,High,1511,Auralux Electronic 405,Electronics,Auralux,73089.52,4.2,2024-09-09 18:16:04
874,Riya Iyer,18,Male,Kochi,Low,1608,Quillhouse Book 744,Books,Quillhouse,1354.74,4.5,2024-09-09 19:42:04
70,Advika Sharma,21,Female,Chennai,Lower-Middle,1200,CasaCore Home 315,Home,CasaCore,1152.13,5.0,2024-09-09 20:07:04
